,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
38441,Male,44,1,46,0,1-2 Year,Yes,28539,91,183,1
65128,Male,48,1,41,0,1-2 Year,Yes,29056,106,296,0
40918,Male,24,1,9,1,< 1 Year,No,34011,152,33,0
39250,Female,25,1,45,1,< 1 Year,No,23823,152,240,0
61629,Male,22,1,45,0,< 1 Year,Yes,28806,26,72,0
7177,Female,44,1,28,0,1-2 Year,Yes,57247,26,256,1
50296,Female,72,1,28,0,> 2 Years,Yes,29503,124,282,1
31645,Male,50,1,10,1,1-2 Year,No,2630,160,255,0
47033,Female,44,1,28,0,1-2 Year,Yes,35601,60,114,1
62023,Female,60,1,8,0,1-2 Year,Yes,46131,26,229,1
12879,Female,26,1,3,0,< 1 Year,Yes,2630,152,201,1
63002,Female,37,1,28,0,1-2 Year,Yes,38875,124,160,0
49303,Male,26,1,36,1,< 1 Year,No,34075,152,224,0
35952,Male,24,1,9,0,< 1 Year,Yes,29148,156,178,1
64220,Male,24,1,8,1,< 1 Year,No,32748,152,119,1
51942,Female,20,1,15,0,< 1 Year,No,2630,160,28,0
37792,Female,31,1,28,1,1-2 Year,No,34606,29,248,0
21066,Male,47,1,28,0,1-2 Year,Yes,48700,52,223,0
24711,Female,24,1,15,1,< 1 Year,No,74300,152,51,0
6437,Male,21,1,25,1,< 1 Year,No,39253,160,209,0
23366,Female,24,1,26,1,< 1 Year,No,30709,152,239,0
46032,Male,25,1,28,1,< 1 Year,No,56324,152,199,0
25378,Male,41,1,8,0,1-2 Year,Yes,36603,124,107,0
845,Male,25,1,41,1,< 1 Year,No,36696,152,148,0
51796,Male,22,1,41,1,< 1 Year,No,26659,152,76,0
57383,Female,65,1,1,1,1-2 Year,No,2630,26,82,0
15804,Male,37,1,39,0,1-2 Year,No,35958,124,91,0
12524,Female,23,1,4,1,< 1 Year,No,25988,152,217,0
61442,Male,44,1,28,0,1-2 Year,Yes,51748,124,62,0
63283,Female,25,1,8,1,< 1 Year,No,46729,152,222,0
2356,Male,34,1,20,1,1-2 Year,No,2630,124,242,0
10446,Female,77,1,28,0,> 2 Years,Yes,45687,124,238,0
52161,Male,33,1,15,0,1-2 Year,Yes,22772,163,197,1
62764,Female,54,1,28,0,1-2 Year,Yes,2630,26,11,1
14964,Male,20,1,28,1,< 1 Year,No,26991,160,180,0
38854,Male,24,1,8,0,< 1 Year,Yes,31419,152,234,0
6924,Female,36,1,49,1,1-2 Year,Yes,27351,124,41,0
4140,Male,24,1,29,1,< 1 Year,No,30949,152,12,0
60191,Male,43,1,28,1,1-2 Year,No,31697,26,158,0
6131,Female,26,1,14,1,< 1 Year,No,33155,152,70,0
21877,Male,23,1,29,1,< 1 Year,No,2630,152,23,0
2857,Female,29,1,25,1,< 1 Year,No,2630,152,220,0
44699,Female,26,1,28,0,< 1 Year,Yes,38782,152,278,0
13853,Male,23,1,28,1,< 1 Year,No,36838,152,69,0
4995,Male,39,1,43,0,1-2 Year,Yes,2630,26,135,1
43187,Female,45,1,28,0,1-2 Year,Yes,45977,26,163,1
60446,Male,23,1,12,0,< 1 Year,Yes,26180,152,58,0
38048,Female,23,1,6,0,< 1 Year,Yes,15639,152,238,0
49332,Male,23,1,30,1,< 1 Year,No,23586,152,98,0
17695,Female,28,1,11,1,< 1 Year,No,21708,152,158,0
40125,Male,32,1,28,0,< 1 Year,Yes,2630,124,263,1
21167,Male,61,1,28,1,1-2 Year,No,60982,52,182,0
3323,Male,21,1,36,0,< 1 Year,Yes,32164,160,186,0
7088,Male,69,1,8,0,> 2 Years,Yes,35896,124,299,1
16850,Female,26,1,15,1,< 1 Year,No,23630,152,161,0
9244,Male,23,1,2,1,< 1 Year,No,23014,152,115,0
10019,Male,22,1,50,1,< 1 Year,No,25480,152,21,0
45749,Male,26,1,18,0,1-2 Year,No,31012,26,80,0
52859,Male,53,1,28,1,1-2 Year,No,31843,29,95,0
8762,Male,21,1,8,1,< 1 Year,No,35937,160,127,0
6660,Female,23,1,15,1,< 1 Year,No,23725,152,289,0
1974,Female,23,1,8,0,< 1 Year,Yes,2630,152,225,0
45359,Male,38,1,32,0,1-2 Year,Yes,2630,124,43,1
25191,Female,22,1,37,1,< 1 Year,No,36680,152,46,0
60833,Female,60,1,8,1,1-2 Year,No,52055,7,21,0
53804,Male,40,1,45,0,1-2 Year,Yes,29831,124,220,1
224,Female,33,1,46,1,1-2 Year,No,53169,156,110,1
30780,Female,29,1,28,0,1-2 Year,Yes,2630,157,209,1
64944,Male,28,1,36,1,< 1 Year,No,39713,152,286,0
6594,Male,73,1,47,0,1-2 Year,Yes,39407,16,91,0
30351,Female,58,1,28,0,1-2 Year,Yes,53456,29,284,0
61981,Male,66,1,47,0,> 2 Years,Yes,39998,26,20,0
55612,Male,58,1,12,1,1-2 Year,No,31400,124,186,0
35506,Male,24,1,14,1,< 1 Year,No,2630,152,222,0
31368,Male,68,1,37,1,1-2 Year,No,33843,128,265,0
2290,Male,65,1,18,1,1-2 Year,No,30815,26,278,0
51486,Female,29,1,22,1,< 1 Year,No,29741,152,35,0
61814,Female,25,1,30,0,< 1 Year,Yes,2630,152,229,0
24279,Male,50,1,3,0,1-2 Year,No,29672,163,47,0
37312,Male,71,1,28,1,1-2 Year,No,2630,157,54,0
65429,Male,35,1,16,1,1-2 Year,No,20983,152,258,0
61810,Male,80,1,28,1,1-2 Year,No,64986,26,150,0
52381,Female,32,1,6,1,< 1 Year,No,32711,152,134,0
30716,Male,59,1,0,0,1-2 Year,Yes,2630,26,255,0
11555,Female,53,1,28,1,1-2 Year,No,40948,26,146,0
5840,Female,41,1,11,0,1-2 Year,Yes,2630,26,68,0
63905,Female,26,1,33,1,< 1 Year,No,54244,151,110,0
17241,Female,24,1,11,1,< 1 Year,No,29455,152,95,0
56954,Male,49,1,38,0,1-2 Year,No,2630,26,71,0
51308,Female,46,1,10,0,1-2 Year,Yes,30716,26,58,1
24378,Female,38,1,7,1,1-2 Year,No,42756,26,138,0
24134,Male,23,1,22,0,< 1 Year,Yes,2630,156,112,0
50310,Male,58,1,28,0,1-2 Year,Yes,81067,26,245,1
29670,Male,78,1,28,0,1-2 Year,Yes,29737,124,201,1
8979,Male,29,1,28,1,< 1 Year,No,37081,152,139,0
9784,Female,43,1,28,0,1-2 Year,Yes,50630,124,143,0
36777,Male,23,1,28,1,< 1 Year,Yes,41612,152,3668,0
53797,Female,22,1,29,1,< 1 Year,No,21920,152,27,0
43011,Male,73,1,28,0,1-2 Year,Yes,64834,26,119,0
65614,Male,40,1,28,0,1-2 Year,No,30174,124,177,0
28362,Female,48,1,33,0,1-2 Year,Yes,37642,26,262,1
16274,Female,32,1,28,0,< 1 Year,Yes,63765,26,197,1
45610,Female,34,1,28,0,1-2 Year,Yes,37543,124,21,1
7594,Male,30,1,28,0,< 1 Year,Yes,41780,122,273,1
40118,Male,47,1,39,1,1-2 Year,No,41073,26,50,0
3747,Male,45,1,8,0,1-2 Year,Yes,36421,26,194,1
57889,Male,31,1,21,1,< 1 Year,No,27909,152,67,0
58540,Male,42,1,46,1,1-2 Year,No,2630,26,237,0
62788,Female,52,1,46,0,1-2 Year,Yes,2630,154,135,1
60144,Male,39,1,28,0,1-2 Year,Yes,36115,124,208,0
60088,Male,41,1,28,0,1-2 Year,Yes,49264,124,173,0
3241,Female,47,1,3,0,> 2 Years,Yes,24448,26,99,1
11886,Male,39,1,28,0,1-2 Year,No,49818,124,175,0
54915,Male,57,1,33,1,1-2 Year,No,49870,124,235,0
48648,Female,24,1,49,1,< 1 Year,No,30925,152,111,0
44616,Male,60,1,28,0,1-2 Year,Yes,41166,124,189,0
65058,Male,26,1,41,0,< 1 Year,No,2630,152,94,0
18279,Male,52,1,28,0,1-2 Year,Yes,38126,124,64,1
46354,Female,69,0,18,0,1-2 Year,Yes,30818,26,171,0
47026,Female,44,1,3,0,1-2 Year,Yes,2630,156,30,0
42266,Female,65,1,29,1,1-2 Year,No,42052,124,33,0
56194,Female,23,1,19,0,1-2 Year,Yes,27531,124,285,0
58338,Female,24,1,36,0,< 1 Year,Yes,35691,152,227,0
58372,Female,71,1,8,1,1-2 Year,No,37246,25,223,0
30916,Female,25,1,28,0,< 1 Year,Yes,51673,124,122,1
49039,Female,25,1,4,1,< 1 Year,No,34723,152,187,0
47622,Female,33,1,18,0,< 1 Year,Yes,27197,154,68,1
18920,Female,27,1,46,0,< 1 Year,Yes,23373,152,69,0
45300,Female,37,1,28,0,1-2 Year,Yes,2630,124,30,1
24102,Male,42,1,8,0,1-2 Year,Yes,44910,124,250,0
1986,Male,20,1,50,0,< 1 Year,Yes,35785,160,163,0
21679,Male,27,1,30,1,< 1 Year,No,2630,152,205,0
46724,Male,26,1,41,1,< 1 Year,No,35073,152,266,0
33848,Female,40,1,28,1,1-2 Year,No,30103,122,31,0
40115,Male,22,1,46,1,< 1 Year,No,41885,152,108,0
35526,Male,53,1,3,0,1-2 Year,Yes,37729,124,75,1
25309,Female,67,1,28,1,1-2 Year,Yes,48407,47,101,0
12990,Male,26,1,30,1,< 1 Year,No,23308,152,37,0
27717,Female,78,0,28,0,1-2 Year,Yes,43556,26,201,0
56255,Male,43,1,35,0,1-2 Year,Yes,42051,124,287,0
17411,Female,25,1,27,1,< 1 Year,Yes,29316,152,177,0
32036,Female,64,1,8,0,1-2 Year,Yes,90600,7,135,1
15942,Female,41,1,28,0,1-2 Year,Yes,27088,124,116,1
42922,Male,48,1,28,1,1-2 Year,No,35154,124,171,0
24744,Male,24,1,28,0,< 1 Year,Yes,2630,152,87,1
56347,Male,40,1,28,0,1-2 Year,Yes,31699,26,123,0
35128,Male,60,1,48,0,1-2 Year,Yes,2630,26,244,0
50579,Female,48,1,28,1,1-2 Year,No,40160,120,238,0
22426,Female,50,1,45,0,1-2 Year,Yes,28800,124,142,0
39065,Male,71,1,35,1,1-2 Year,No,30960,124,264,0
24927,Female,55,1,47,1,1-2 Year,No,50123,30,84,0
46628,Female,31,1,8,0,1-2 Year,Yes,35211,154,116,1
11874,Male,26,1,40,1,< 1 Year,No,36046,152,247,0
27855,Male,45,1,8,0,> 2 Years,Yes,44364,26,281,1
53663,Female,37,1,14,1,1-2 Year,No,22995,152,89,0
45924,Female,33,1,28,1,< 1 Year,No,31584,124,234,0
14389,Male,58,1,28,0,1-2 Year,Yes,34296,124,170,0
56624,Male,34,1,15,1,< 1 Year,Yes,29209,152,28,0
15484,Female,27,1,30,0,< 1 Year,Yes,28064,152,175,1
24044,Female,32,1,24,0,1-2 Year,No,2630,124,12,0
64963,Male,74,1,3,1,1-2 Year,No,42068,26,143,0
57305,Female,71,1,28,0,1-2 Year,Yes,44746,55,167,1
47967,Female,51,1,8,0,1-2 Year,Yes,40841,25,14,1
30743,Male,56,1,28,0,1-2 Year,Yes,64740,122,58,1
3960,Female,72,1,28,0,1-2 Year,Yes,52863,13,281,1
29601,Male,50,1,28,0,1-2 Year,Yes,51663,125,127,1
19348,Male,22,1,28,0,1-2 Year,Yes,49083,156,62,1
61397,Male,27,1,43,1,< 1 Year,No,35798,152,88,0
52770,Male,22,1,8,1,< 1 Year,No,42243,160,217,0
29420,Female,29,1,21,1,< 1 Year,No,23745,152,188,0
36763,Male,59,1,29,0,1-2 Year,Yes,2630,26,120,0
57201,Female,43,1,24,0,1-2 Year,Yes,27059,124,175,0
56144,Male,22,1,36,0,< 1 Year,Yes,32723,152,121,0
40904,Female,30,1,35,1,< 1 Year,No,29374,152,124,0
23487,Male,74,1,28,0,1-2 Year,Yes,34335,124,277,1
39755,Male,28,1,41,1,< 1 Year,No,51988,152,112,0
57717,Female,22,1,46,1,< 1 Year,No,23740,152,112,0
16459,Male,35,1,46,1,1-2 Year,No,19020,124,35,0
44364,Female,28,1,19,1,< 1 Year,No,39097,152,192,0
3674,Female,28,1,21,1,< 1 Year,No,25265,152,294,0
51270,Female,30,1,21,1,< 1 Year,No,25038,152,58,0
10338,Female,52,1,28,0,1-2 Year,Yes,50621,26,77,1
46674,Female,57,1,28,1,1-2 Year,No,39474,26,159,0
13154,Male,24,1,28,1,< 1 Year,No,66686,152,115,0
31310,Male,58,1,28,1,1-2 Year,No,31435,122,252,0
52568,Female,43,1,29,1,1-2 Year,Yes,2630,157,140,0
3551,Female,25,1,14,1,< 1 Year,No,30404,152,113,0
427,Female,39,1,8,0,1-2 Year,Yes,45075,155,46,1
60775,Male,20,1,2,0,1-2 Year,Yes,28939,156,66,0
45580,Female,24,1,37,1,< 1 Year,No,27767,151,54,0
56548,Female,46,1,28,0,1-2 Year,Yes,28004,26,84,0
26025,Female,22,1,11,0,1-2 Year,No,33080,124,164,0
62981,Female,43,1,3,1,1-2 Year,No,2630,124,32,0
43230,Male,38,1,28,0,1-2 Year,Yes,22565,124,29,0
13735,Male,39,1,28,1,1-2 Year,No,39008,26,228,0
40526,Female,23,1,50,1,< 1 Year,No,23065,160,121,0
62525,Male,54,1,5,1,1-2 Year,No,28435,26,81,0
33487,Male,31,1,30,1,< 1 Year,No,35448,152,94,0
9759,Male,54,1,39,0,1-2 Year,Yes,109080,124,30,0
60926,Male,31,1,21,0,< 1 Year,Yes,31314,163,132,1
37510,Female,45,1,28,1,1-2 Year,No,52970,124,33,0
41321,Male,44,1,46,1,1-2 Year,No,2630,124,128,0
50705,Male,64,1,5,1,1-2 Year,No,25705,26,86,0
24802,Female,39,1,28,0,1-2 Year,Yes,40088,125,50,0
65326,Female,30,1,2,0,< 1 Year,Yes,2630,152,156,0
3223,Male,68,1,25,0,1-2 Year,No,30100,26,201,0
42123,Male,65,1,28,1,1-2 Year,Yes,42206,26,88,0
48352,Female,40,1,28,0,1-2 Year,Yes,2630,26,171,1
21101,Male,47,1,8,1,1-2 Year,No,2630,26,230,0
1811,Male,45,1,33,0,1-2 Year,Yes,2630,124,80,1
57061,Male,55,1,45,0,1-2 Year,Yes,33288,26,44,0
11239,Female,61,1,28,0,1-2 Year,Yes,45259,13,235,1
60326,Female,22,1,28,1,< 1 Year,No,41124,152,135,0
40014,Male,26,1,28,0,< 1 Year,Yes,54827,26,147,1
26785,Female,45,1,28,0,> 2 Years,Yes,45695,124,53,0
31747,Male,35,1,43,0,1-2 Year,Yes,30581,124,172,1
56786,Male,44,1,25,0,1-2 Year,Yes,2630,124,42,1
4819,Male,75,1,31,1,1-2 Year,No,2630,124,264,0
3734,Female,36,1,28,0,1-2 Year,Yes,33964,152,83,1
59767,Male,47,1,14,1,1-2 Year,No,25225,124,253,0
63966,Female,24,1,14,1,< 1 Year,No,32385,152,56,0
24606,Female,72,1,50,1,1-2 Year,No,34281,8,186,0
45806,Male,44,1,35,0,1-2 Year,Yes,34802,124,179,0
8133,Male,22,1,26,0,< 1 Year,Yes,27563,152,137,0
54134,Male,57,1,27,0,1-2 Year,Yes,29125,26,150,0
58266,Male,23,1,15,0,< 1 Year,No,30273,152,24,0
46326,Male,41,1,35,0,1-2 Year,Yes,48614,124,24,1
4606,Male,23,1,44,0,< 1 Year,Yes,35982,152,142,0
4632,Male,49,1,50,0,1-2 Year,Yes,28941,8,63,1
32659,Female,23,1,41,1,< 1 Year,No,110308,152,292,0
9368,Female,45,1,20,0,1-2 Year,No,2630,26,250,0
45901,Female,22,1,34,1,< 1 Year,No,31373,152,132,0
48682,Female,31,1,28,1,< 1 Year,No,2630,160,4560,0
22000,Female,22,1,6,1,< 1 Year,No,23619,152,618,0
31523,Female,30,1,3,0,1-2 Year,Yes,24985,124,118,0
29731,Male,39,1,28,0,1-2 Year,Yes,24873,124,258,1
5108,Female,35,1,8,0,1-2 Year,Yes,80246,152,284,0
44140,Male,38,1,28,0,1-2 Year,Yes,39708,26,206,1
47874,Female,23,1,30,1,< 1 Year,No,56813,152,156,0
59900,Female,53,1,41,0,1-2 Year,Yes,38764,26,267,0
17699,Female,25,1,6,1,< 1 Year,No,23961,152,278,0
19870,Female,41,1,28,0,1-2 Year,Yes,36088,124,271,0
27440,Female,25,1,15,0,< 1 Year,Yes,39729,152,208,1
29746,Female,54,1,28,0,1-2 Year,Yes,50294,26,84,1
47922,Male,70,0,28,0,1-2 Year,Yes,68313,124,69,0
38777,Female,24,1,50,1,< 1 Year,No,23716,152,96,0
10027,Male,39,1,28,0,1-2 Year,Yes,37271,16,269,1
5056,Female,20,1,45,0,< 1 Year,Yes,28897,160,83,0
19557,Male,74,1,8,1,1-2 Year,No,33944,26,281,0
32957,Male,33,1,28,0,1-2 Year,Yes,69646,124,185,1
22438,Male,34,1,28,0,1-2 Year,Yes,39494,163,94,0
9804,Female,55,1,8,0,1-2 Year,Yes,59419,26,20,0
3927,Male,50,1,28,1,1-2 Year,No,34885,124,135,0
27742,Female,21,1,11,1,< 1 Year,No,29759,152,207,0
13710,Female,33,1,1,0,1-2 Year,Yes,2630,156,224,1
51444,Female,28,1,7,0,1-2 Year,Yes,2630,156,254,0
16190,Male,21,1,15,1,< 1 Year,No,35661,160,57,0
15675,Male,21,1,38,0,1-2 Year,Yes,2630,154,244,0
59585,Male,21,1,46,1,< 1 Year,No,33514,152,109,0
18630,Male,48,1,28,0,> 2 Years,Yes,27912,26,116,1
38562,Female,39,1,46,0,1-2 Year,Yes,20641,156,106,0
29698,Male,49,1,28,0,1-2 Year,Yes,49755,26,11,0
64373,Male,34,1,28,1,1-2 Year,No,53830,124,268,0
54909,Female,25,1,13,0,< 1 Year,Yes,2630,152,145,0
56298,Female,39,1,28,1,1-2 Year,No,63995,124,66,0
8256,Male,64,1,3,0,1-2 Year,Yes,30799,124,149,0
11720,Male,28,1,28,1,1-2 Year,No,2630,124,175,0
48738,Female,24,1,50,1,< 1 Year,No,52470,152,138,0
34491,Male,48,1,28,0,1-2 Year,No,42208,124,155,0
52887,Female,69,1,8,0,1-2 Year,Yes,44938,124,285,0
39114,Female,67,1,6,0,1-2 Year,Yes,29055,26,230,0
9159,Male,37,1,17,1,1-2 Year,No,33915,152,259,0
24068,Male,23,1,36,0,< 1 Year,Yes,38861,151,286,1
27541,Male,23,1,39,1,< 1 Year,No,28169,152,50,0
35375,Male,58,1,41,1,1-2 Year,No,38049,29,223,0
8290,Female,35,1,28,0,1-2 Year,Yes,22674,156,34,0
19732,Female,24,1,15,1,< 1 Year,No,38699,152,35,0
14124,Female,29,1,12,0,< 1 Year,Yes,2630,152,94,0
13953,Female,50,1,46,0,1-2 Year,Yes,41410,26,107,1
57941,Male,50,1,48,1,1-2 Year,No,2630,26,1410,0
20330,Male,21,1,45,1,< 1 Year,No,32987,152,269,0
61771,Female,25,1,37,0,< 1 Year,Yes,2630,151,46,0
29346,Male,47,1,28,0,1-2 Year,Yes,31165,26,231,1
43254,Male,21,1,46,0,< 1 Year,Yes,45826,160,246,0
41523,Female,25,1,36,1,< 1 Year,No,27609,152,297,0
24512,Male,22,1,21,0,< 1 Year,No,2630,152,181,0
39226,Male,32,1,28,0,1-2 Year,No,21989,26,211,0
62074,Male,47,1,15,0,1-2 Year,Yes,35652,124,92,0
22506,Female,44,1,8,0,1-2 Year,No,43932,157,40,0
18899,Female,37,1,28,0,1-2 Year,Yes,48406,124,92,1
57267,Female,46,1,1,0,1-2 Year,Yes,2630,157,167,0
40430,Female,23,1,27,0,< 1 Year,No,34602,152,24,0
2904,Male,42,1,46,0,1-2 Year,Yes,45573,11,224,0
11271,Male,25,1,47,1,< 1 Year,No,42520,152,258,0
16814,Male,80,0,28,1,1-2 Year,No,62807,26,116,0
48134,Female,61,1,28,1,1-2 Year,No,25903,111,254,0
5620,Male,20,1,14,1,< 1 Year,No,21698,160,186,0
63063,Female,33,1,28,0,1-2 Year,No,2630,157,224,1
875,Male,29,1,10,1,< 1 Year,No,19096,152,32,0
53643,Male,24,1,14,1,< 1 Year,No,35947,152,232,0
46165,Male,21,1,47,1,1-2 Year,Yes,2630,156,30,0
21731,Male,46,1,47,0,1-2 Year,Yes,28384,124,36,0
58041,Female,45,1,15,0,1-2 Year,Yes,2630,25,278,0
50982,Male,55,1,8,0,1-2 Year,Yes,42092,124,57,0
17352,Female,22,1,14,1,< 1 Year,No,21938,152,290,0
36520,Male,28,1,35,1,< 1 Year,No,36514,152,193,0
62623,Female,22,1,36,0,< 1 Year,No,23693,152,26,0
60616,Male,23,1,29,1,< 1 Year,No,41452,152,99,0
10856,Female,24,1,34,1,< 1 Year,No,40713,152,91,0
14928,Male,56,1,8,1,1-2 Year,No,35640,26,220,0
17271,Female,36,1,28,0,1-2 Year,Yes,61470,26,209,0
54129,Female,33,1,32,1,< 1 Year,No,38483,152,264,0
28974,Female,21,1,36,1,< 1 Year,No,35004,160,222,0
45569,Male,48,1,28,0,1-2 Year,Yes,40649,124,59,1
39920,Female,22,1,30,1,< 1 Year,No,24244,152,94,0
3690,Male,79,1,28,0,1-2 Year,Yes,44349,13,179,1
62001,Female,39,1,47,0,1-2 Year,Yes,35699,156,142,0
56522,Female,40,1,14,0,1-2 Year,No,2630,124,289,0
35898,Male,22,1,47,1,< 1 Year,No,43707,152,18,0
58545,Male,22,1,18,0,< 1 Year,Yes,41651,152,213,1
45961,Male,44,1,20,0,1-2 Year,Yes,2630,124,200,0
13460,Male,39,1,28,0,1-2 Year,Yes,25178,25,136,1
13663,Male,43,1,28,0,1-2 Year,Yes,57065,124,11,0
17258,Female,40,1,28,0,1-2 Year,Yes,2630,124,217,0
8521,Male,51,1,13,0,1-2 Year,Yes,2630,156,206,0
6634,Male,60,1,28,0,1-2 Year,Yes,73102,26,188,1
63148,Female,42,1,18,1,1-2 Year,No,23498,154,247,0
43199,Female,42,1,28,0,1-2 Year,Yes,44765,26,169,1
55251,Female,30,1,45,1,< 1 Year,No,37739,124,282,0
55099,Female,20,1,41,1,< 1 Year,Yes,31579,160,271,0
23605,Male,27,1,41,1,< 1 Year,No,32090,152,256,0
27294,Female,36,1,28,0,1-2 Year,Yes,2630,26,285,1
8159,Male,39,1,8,0,1-2 Year,No,2630,156,75,0
5212,Female,20,1,46,0,< 1 Year,Yes,28659,160,153,0
53645,Male,23,1,50,1,< 1 Year,No,27025,152,77,0
16319,Female,29,1,50,1,< 1 Year,No,30209,152,277,0
50927,Male,73,1,0,0,1-2 Year,Yes,2630,26,26,0
64720,Female,62,1,28,0,1-2 Year,Yes,43557,122,234,1
5999,Female,45,1,28,0,1-2 Year,Yes,2630,122,17,1
35131,Male,50,1,28,0,> 2 Years,Yes,51478,124,102,1
14749,Female,45,1,28,0,> 2 Years,Yes,52499,124,142,0
56517,Male,21,1,29,1,< 1 Year,No,58089,152,250,0
29720,Female,44,1,33,1,1-2 Year,No,2630,124,256,0
13104,Female,38,1,28,0,1-2 Year,Yes,32338,13,141,0
23993,Female,21,1,14,0,< 1 Year,Yes,27598,153,121,1
59722,Male,22,1,46,1,< 1 Year,No,24413,152,96,0
36564,Female,22,1,7,1,< 1 Year,No,2630,152,196,0
44491,Female,72,1,28,0,1-2 Year,Yes,45337,26,20,0
12789,Female,44,1,28,0,1-2 Year,Yes,33522,26,230,0
58993,Male,76,1,28,0,> 2 Years,Yes,53155,26,234,0
34841,Female,80,1,28,0,> 2 Years,Yes,23508,154,244,0
17037,Male,65,1,18,1,1-2 Year,No,34946,124,231,0
5418,Male,53,1,48,0,1-2 Year,Yes,2630,26,157,0
41419,Male,47,1,7,0,1-2 Year,Yes,49579,26,261,1
60669,Male,49,1,28,0,1-2 Year,Yes,52721,124,171,0
50388,Female,25,1,33,0,< 1 Year,No,27972,152,284,0
4624,Female,28,1,30,1,< 1 Year,No,39700,152,195,0
412,Male,46,1,30,0,1-2 Year,Yes,2630,156,184,0
35486,Male,21,1,47,0,< 1 Year,Yes,49910,160,98,0
64290,Male,42,1,1,0,< 1 Year,No,2630,1,191,0
32110,Male,40,1,28,0,1-2 Year,Yes,47606,124,41,0
49211,Female,34,1,8,0,1-2 Year,Yes,31395,124,242,1
60343,Female,23,1,50,1,< 1 Year,No,41846,152,30,0
19762,Female,43,1,28,0,1-2 Year,Yes,44810,124,162,1
26196,Male,28,1,3,1,< 1 Year,No,35521,152,264,0
20762,Male,23,1,30,1,< 1 Year,No,29617,152,99,0
43758,Male,48,1,28,0,1-2 Year,No,42610,124,117,0
35658,Male,35,1,21,0,1-2 Year,Yes,2630,156,279,0
51888,Male,29,1,9,0,< 1 Year,Yes,29886,152,272,1
34581,Male,41,1,8,0,1-2 Year,Yes,2630,124,254,0
59854,Male,31,1,28,1,1-2 Year,Yes,2630,156,198,0
4381,Male,25,1,18,1,< 1 Year,No,33262,152,297,0
50062,Male,25,1,37,1,< 1 Year,No,28607,26,158,0
17785,Female,64,1,8,0,1-2 Year,Yes,39690,26,244,0
39692,Male,59,1,27,0,1-2 Year,Yes,24670,26,139,1
47828,Male,49,1,46,1,1-2 Year,No,30592,26,283,0
46853,Male,61,1,28,0,1-2 Year,Yes,26373,124,276,0
62192,Male,22,1,37,0,< 1 Year,Yes,29793,152,227,0
17199,Male,46,1,28,1,1-2 Year,No,43289,124,62,0
64898,Female,25,1,36,1,< 1 Year,No,32867,152,251,0
57086,Female,24,1,47,0,< 1 Year,Yes,33450,151,156,0
55884,Male,60,1,8,1,1-2 Year,No,53026,26,292,0
20953,Female,45,1,28,0,1-2 Year,Yes,45673,26,272,0
51538,Female,20,1,36,0,< 1 Year,Yes,25683,160,138,1
34547,Male,55,1,28,0,1-2 Year,Yes,37278,26,178,1
59876,Male,66,1,44,1,1-2 Year,No,47182,26,268,0
32021,Female,54,1,28,0,1-2 Year,Yes,63905,124,267,0
62809,Male,26,1,30,1,< 1 Year,No,24881,152,258,0
51449,Male,38,1,28,0,1-2 Year,Yes,39369,124,195,0
12907,Male,57,1,5,0,1-2 Year,Yes,2630,157,155,0
63570,Female,33,1,29,0,1-2 Year,Yes,2630,156,269,0
50832,Male,32,1,30,0,< 1 Year,Yes,31771,152,146,0
60551,Female,49,1,28,0,1-2 Year,Yes,52966,26,131,0
14828,Female,32,1,8,0,1-2 Year,Yes,26262,26,221,0
46749,Female,25,1,15,0,< 1 Year,No,45117,152,64,0
4218,Male,55,1,28,0,1-2 Year,Yes,33747,26,297,1
65587,Female,44,1,13,0,1-2 Year,Yes,25917,157,47,1
30703,Male,33,1,20,0,1-2 Year,Yes,2630,26,125,0
35208,Male,38,1,23,0,1-2 Year,Yes,27941,26,105,0
4698,Male,74,1,7,1,1-2 Year,No,40944,26,280,0
55885,Female,22,1,46,1,< 1 Year,No,33907,152,11,0
28419,Male,25,1,27,1,< 1 Year,No,25248,152,1572,0
45415,Female,28,1,15,0,< 1 Year,Yes,41996,152,222,0
30601,Female,39,1,15,1,1-2 Year,No,45684,152,64,0
54826,Male,27,1,15,0,< 1 Year,Yes,33845,152,260,0
39424,Female,47,1,28,0,1-2 Year,Yes,69856,26,144,1
59929,Male,44,1,28,0,1-2 Year,Yes,36155,157,239,0
41868,Male,57,1,9,0,1-2 Year,Yes,31190,26,238,1
59067,Male,43,1,20,1,1-2 Year,No,2630,30,196,0
28960,Female,56,1,28,0,1-2 Year,Yes,2630,122,67,0
24433,Male,54,1,28,1,1-2 Year,No,74484,124,267,0
2920,Male,30,1,33,0,1-2 Year,Yes,29643,156,249,1
15797,Male,53,1,11,1,1-2 Year,No,60443,26,142,0
54984,Male,24,1,50,1,< 1 Year,No,29382,152,137,0
9801,Female,28,1,41,0,< 1 Year,Yes,36446,124,18,0
45690,Female,25,1,47,0,< 1 Year,No,33209,152,125,0
52950,Male,45,1,15,1,1-2 Year,No,2630,26,273,0
47084,Female,25,1,28,1,< 1 Year,No,72985,152,47,0
32130,Male,37,1,46,0,1-2 Year,Yes,30474,124,150,0
10883,Female,46,1,28,0,1-2 Year,Yes,32752,122,41,0
43413,Male,71,1,28,0,1-2 Year,Yes,31633,26,103,0
